grid_case,C_svm_init,tau,lambda_hinge,goal_monthly,split,train_feas_pct,val_feas_pct,nn_mean_ret,nn_vol,nn_sharpe,svm_mean_ret,svm_vol,svm_sharpe
I,0.01,0.1,0.001,0.0075,train,100.0,100.0,0.013679551963878087,0.025987710218419516,0.5263854278956803,0.013470077737975355,0.025979893896186188,0.5184808602868953
I,0.01,0.1,0.001,0.0075,val,100.0,100.0,0.010670170162349253,0.028486521798413454,0.37456907647352566,0.010478681160876245,0.02847421109469571,0.3680060222093475
M,0.1,0.01,0.001,0.0075,test,100.0,100.0,0.019844647181182916,0.027600051166251565,0.7190076228818478,0.013152638448894806,0.025206655741028546,0.521792283097858
M,0.1,0.01,0.001,0.0075,train,100.0,100.0,0.016995799604294082,0.026940694970294006,0.6308597318073472,0.013470077737975355,0.025979893896186188,0.5184808602868953
M,0.1,0.01,0.001,0.0075,val,100.0,100.0,0.014194479796490243,0.03202736854659076,0.44319844058990027,0.010478681160876245,0.02847421109469571,0.3680060222093475
Q,0.1,0.05,0.001,0.0075,test,100.0,100.0,0.01710523615813066,0.026242566601565754,0.6518126224916686,0.013152638448894806,0.025206655741028546,0.521792283097858
Q,0.1,0.05,0.001,0.0075,train,100.0,100.0,0.014958694204902936,0.02564421018054403,0.5833166277692035,0.013470077737975355,0.025979893896186188,0.5184808602868953
Q,0.1,0.05,0.001,0.0075,val,100.0,100.0,0.011877324256392848,0.02906336978445312,0.408669894237031,0.010478681160876245,0.02847421109469571,0.3680060222093475
U,0.1,0.1,0.001,0.0075,test,100.0,100.0,0.015129409706999573,0.02534916855245121,0.596840471319512,0.013152638448894806,0.025206655741028546,0.521792283097858
U,0.1,0.1,0.001,0.0075,train,100.0,100.0,0.014075672920399825,0.025900701617646245,0.5434475531839095,0.013470077737975355,0.025979893896186188,0.5184808602868953
U,0.1,0.1,0.001,0.0075,val,100.0,100.0,0.00994352496500009,0.028882723324930113,0.34427241686288873,0.010478681160876245,0.02847421109469571,0.3680060222093475
Y,1.0,0.01,0.001,0.0075,test,100.0,100.0,0.020181876768897437,0.03097007464564096,0.651657349850346,0.013152638448894806,0.025206655741028546,0.521792283097858
Y,1.0,0.01,0.001,0.0075,train,100.0,100.0,0.018016157763687108,0.02835295524417128,0.6354243361194384,0.013470077737975355,0.025979893896186188,0.5184808602868953
Y,1.0,0.01,0.001,0.0075,val,100.0,100.0,0.01634498385123238,0.03176886506180817,0.5144969396583029,0.010478681160876245,0.02847421109469571,0.3680060222093475
A,0.01,0.01,0.001,0.009000000000000001,test,100.0,100.0,0.016794563687265753,0.025841018489321813,0.649918798423359,0.014754647657868169,0.02548651442552257,0.5789197930696136
A,0.01,0.01,0.001,0.009000000000000001,train,100.0,100.0,0.015982673626920543,0.025471055904087467,0.6274837480816113,0.014680343231457324,0.026039648575627895,0.56376886916338
A,0.01,0.01,0.001,0.009000000000000001,val,100.0,100.0,0.014145660877647211,0.030748475436016685,0.46004430062304474,0.01155348800641335,0.028670938351779057,0.40296860410546964
AC,1.0,0.05,0.001,0.009000000000000001,test,100.0,100.0,0.020399524636920883,0.027175730069960703,0.7506523130622091,0.014754647657868169,0.02548651442552257,0.5789197930696136
AC,1.0,0.05,0.001,0.009000000000000001,train,100.0,100.0,0.018436203081259914,0.026722130461795588,0.6899226507006274,0.014680343231457324,0.026039648575627895,0.56376886916338
AC,1.0,0.05,0.001,0.009000000000000001,val,100.0,100.0,0.014212260136108342,0.03183702033215048,0.4464067298819967,0.01155348800641335,0.028670938351779057,0.40296860410546964
AG,1.0,0.1,0.001,0.009000000000000001,test,100.0,100.0,0.01804089517190705,0.02579498862717509,0.6993953527935082,0.014754647657868169,0.02548651442552257,0.5789197930696136
AG,1.0,0.1,0.001,0.009000000000000001,train,100.0,100.0,0.01621228840704235,0.026081313131908233,0.6216055274681094,0.014680343231457324,0.026039648575627895,0.56376886916338
AG,1.0,0.1,0.001,0.009000000000000001,val,100.0,100.0,0.011441259950422436,0.02912570763108991,0.39282341548387884,0.01155348800641335,0.028670938351779057,0.40296860410546964
E,0.01,0.05,0.001,0.009000000000000001,test,100.0,100.0,0.01561449922232145,0.025445652140594393,0.613641149200394,0.014754647657868169,0.02548651442552257,0.5789197930696136
E,0.01,0.05,0.001,0.009000000000000001,train,100.0,100.0,0.015082462947611229,0.02606419043790505,0.5786660814562725,0.014680343231457324,0.026039648575627895,0.56376886916338
E,0.01,0.05,0.001,0.009000000000000001,val,100.0,100.0,0.0132362335238886,0.029445833619525283,0.44951125155656163,0.01155348800641335,0.028670938351779057,0.40296860410546964
I,0.01,0.1,0.001,0.009000000000000001,test,100.0,100.0,0.015558449219389897,0.025473322751099703,0.6107742351008155,0.014754647657868169,0.02548651442552257,0.5789197930696136
I,0.01,0.1,0.001,0.009000000000000001,train,100.0,100.0,0.014921756383538497,0.026109424069120448,0.5715084462784039,0.014680343231457324,0.026039648575627895,0.56376886916338
I,0.01,0.1,0.001,0.009000000000000001,val,100.0,100.0,0.011724535303867578,0.028682307033486176,0.40877239371890767,0.01155348800641335,0.028670938351779057,0.40296860410546964
M,0.1,0.01,0.001,0.009000000000000001,test,100.0,100.0,0.02236678982284503,0.028469489256037563,0.7856407124450269,0.014754647657868169,0.02548651442552257,0.5789197930696136
M,0.1,0.01,0.001,0.009000000000000001,train,100.0,100.0,0.018187580911721367,0.026957656167692322,0.6746721895223141,0.014680343231457324,0.026039648575627895,0.56376886916338
M,0.1,0.01,0.001,0.009000000000000001,val,100.0,100.0,0.015106228911585737,0.03197100211118861,0.47249782345191627,0.01155348800641335,0.028670938351779057,0.40296860410546964
Q,0.1,0.05,0.001,0.009000000000000001,test,100.0,100.0,0.018158671247200817,0.026111671519925217,0.6954235477667114,0.014754647657868169,0.02548651442552257,0.5789197930696136
Q,0.1,0.05,0.001,0.009000000000000001,train,100.0,100.0,0.016117941802906127,0.02576972204584877,0.6254604443774782,0.014680343231457324,0.026039648575627895,0.56376886916338
Q,0.1,0.05,0.001,0.009000000000000001,val,100.0,100.0,0.012854929464386905,0.029171751418724006,0.4406636159560599,0.01155348800641335,0.028670938351779057,0.40296860410546964
U,0.1,0.1,0.001,0.009000000000000001,test,100.0,100.0,0.01673221233702318,0.02559598372171935,0.6537046014047679,0.014754647657868169,0.02548651442552257,0.5789197930696136
U,0.1,0.1,0.001,0.009000000000000001,train,100.0,100.0,0.015323499140368572,0.025980170730863228,0.5898151824527911,0.014680343231457324,0.026039648575627895,0.56376886916338
U,0.1,0.1,0.001,0.009000000000000001,val,100.0,100.0,0.011051269120261942,0.029045578115795778,0.38048026022492837,0.01155348800641335,0.028670938351779057,0.40296860410546964
Y,1.0,0.01,0.001,0.009000000000000001,test,100.0,100.0,0.021686754515388117,0.031000246800841527,0.6995671568040499,0.014754647657868169,0.02548651442552257,0.5789197930696136
Y,1.0,0.01,0.001,0.009000000000000001,train,100.0,100.0,0.01917257927385697,0.02870727492989242,0.6678648293859829,0.014680343231457324,0.026039648575627895,0.56376886916338
Y,1.0,0.01,0.001,0.009000000000000001,val,100.0,100.0,0.017966685598276952,0.031608761711965014,0.5684083976914391,0.01155348800641335,0.028670938351779057,0.40296860410546964
A,0.01,0.01,0.001,0.0105,test,100.0,100.0,0.018373397200823666,0.02608079869746174,0.7044798517580423,0.016503694421647834,0.02581011571960749,0.6394273702721465
A,0.01,0.01,0.001,0.0105,train,100.0,100.0,0.016527283426295492,0.026011444814756327,0.6353850600518799,0.015941482992439398,0.02608762292372113,0.6110745712033788
A,0.01,0.01,0.001,0.0105,val,100.0,100.0,0.015542470826191384,0.030873354754952665,0.503426691043177,0.01261573058486598,0.028918158566879484,0.43625635965904
AC,1.0,0.05,0.001,0.0105,test,100.0,100.0,0.02154497989957413,0.02702631791900905,0.7971851719994462,0.016503694421647834,0.02581011571960749,0.6394273702721465
